movieId,title,year,genres,imdbId,tmdbId,tags,ratings
46850,Wordplay ,2006,Documentary,492506,35199.0,,"[[219, 4.0], [414, 4.0], [474, 4.0]]"
46855,Army of Shadows (L'armée des ombres) ,1969,Action|Drama|Thriller|War,64040,15383.0,,"[[462, 4.5]]"
46862,Orchestra Rehearsal (Prova d'orchestra) ,1978,Drama,79759,47850.0,,"[[50, 3.5]]"
46865,Little Man ,2006,Comedy,430304,9072.0,,"[[382, 1.0]]"
46948,Monster House ,2006,Animation|Children|Fantasy|Mystery,385880,9297.0,,"[[68, 3.5], [89, 2.5], [111, 0.5], [177, 3.0], [226, 3.5], [307, 3.0], [380, 4.0], [381, 4.0], [483, 4.0]]"
46965,Snakes on a Plane ,2006,Action|Comedy|Horror|Thriller,417148,326.0,,"[[18, 1.0], [68, 3.5], [177, 0.5], [219, 4.0], [226, 3.0], [232, 2.0], [249, 3.0], [274, 3.0], [380, 3.0], [414, 3.5], [438, 5.0], [590, 2.5], [606, 1.0], [610, 2.0]]"
46967,Scoop ,2006,Comedy|Fantasy|Mystery,457513,512.0,,"[[288, 2.5], [387, 3.0], [480, 4.5], [600, 3.5]]"
46970,Talladega Nights: The Ballad of Ricky Bobby ,2006,Action|Comedy,415306,9718.0,,"[[2, 4.0], [68, 3.0], [111, 5.0], [122, 4.0], [177, 2.5], [200, 3.5], [219, 1.5], [226, 2.5], [232, 3.5], [274, 3.5], [298, 2.0], [307, 2.5], [343, 3.0], [382, 4.5], [387, 2.5], [414, 2.5], [419, 3.5], [420, 3.5], [448, 2.0], [477, 3.5], [480, 5.0], [484, 3.0], [489, 3.0], [495, 3.5], [514, 3.0], [564, 4.5], [599, 2.5], [610, 4.0]]"
46972,Night at the Museum ,2006,Action|Comedy|Fantasy|IMAX,477347,1593.0,"[[62, 'Ben Stiller'], [62, 'Robin Williams']]","[[21, 3.5], [62, 4.0], [68, 3.0], [111, 3.5], [177, 4.0], [232, 3.0], [249, 3.0], [274, 3.0], [292, 4.0], [298, 0.5], [361, 5.0], [380, 3.0], [406, 4.0], [414, 2.0], [448, 3.0], [483, 3.5], [489, 2.5], [509, 3.0], [517, 2.5], [525, 3.5], [534, 4.0], [560, 3.0], [605, 4.0]]"
46974,World Trade Center ,2006,Drama,469641,1852.0,,"[[177, 3.0], [249, 3.0], [274, 1.5], [414, 3.0], [448, 2.0], [474, 3.5]]"
46976,Stranger than Fiction ,2006,Comedy|Drama|Fantasy|Romance,420223,1262.0,"[[62, 'emma thompson'], [62, 'Maggie Gyllenhaal'], [62, 'modern fantasy'], [62, 'romance'], [62, 'surreal'], [62, 'Will Ferrell']]","[[22, 1.0], [24, 4.0], [52, 5.0], [62, 4.0], [65, 3.5], [68, 4.0], [74, 4.0], [132, 4.0], [141, 5.0], [159, 1.0], [166, 4.5], [200, 4.5], [219, 1.0], [227, 5.0], [232, 3.5], [237, 2.5], [239, 4.5], [274, 1.5], [282, 4.5], [298, 2.0], [307, 3.5], [318, 4.5], [356, 4.5], [357, 4.0], [381, 4.0], [408, 4.0], [414, 4.0], [416, 5.0], [419, 4.5], [438, 4.0], [474, 4.0], [477, 4.5], [480, 4.0], [483, 3.5], [489, 4.5], [490, 3.5], [522, 3.5], [542, 4.0], [560, 3.5], [561, 3.5], [564, 2.5], [599, 2.5], [600, 4.0], [610, 4.0]]"
47044,Miami Vice ,2006,Action|Crime|Drama|Thriller,430357,82.0,,"[[140, 3.0], [219, 2.0], [226, 2.0], [249, 2.5], [380, 2.0], [414, 3.0], [438, 4.0], [448, 1.5], [480, 4.0], [610, 3.5]]"
47099,"Pursuit of Happyness, The ",2006,Drama,454921,1402.0,,"[[10, 3.0], [28, 3.0], [41, 3.5], [47, 2.5], [49, 4.5], [50, 2.0], [52, 4.0], [62, 5.0], [73, 4.0], [98, 5.0], [105, 4.5], [106, 5.0], [119, 4.0], [140, 3.5], [153, 3.0], [159, 5.0], [196, 4.0], [212, 4.0], [227, 4.0], [232, 4.0], [239, 2.5], [249, 4.0], [254, 4.5], [258, 3.0], [274, 3.5], [305, 5.0], [307, 4.0], [339, 5.0], [341, 4.0], [361, 4.0], [365, 2.0], [381, 5.0], [400, 4.0], [414, 3.5], [417, 5.0], [432, 2.5], [466, 5.0], [474, 4.0], [480, 3.5], [509, 2.5], [551, 4.0], [560, 3.0], [570, 4.0], [590, 3.5], [599, 2.5], [606, 3.5]]"
47122,John Tucker Must Die ,2006,Comedy|Romance,455967,9293.0,,"[[73, 4.0], [111, 4.0], [143, 4.0], [167, 1.0], [232, 3.5], [274, 3.0], [298, 0.5], [414, 2.0], [563, 2.5]]"
47124,"Ant Bully, The ",2006,Adventure|Animation|Children|Comedy|Fantasy|IMAX,429589,9906.0,,"[[380, 3.0], [382, 3.5]]"
47200,Crank ,2006,Action|Thriller,479884,1948.0,,"[[18, 3.0], [52, 5.0], [68, 2.0], [232, 2.0], [249, 3.5], [274, 4.5], [305, 5.0], [318, 3.0], [380, 4.0], [414, 3.0], [522, 2.5], [534, 5.0], [599, 2.5], [610, 3.0]]"
47202,"Secret Life of Words, The ",2005,Drama|Romance,430576,148.0,,"[[606, 4.0]]"
47254,Chaos ,2005,Action|Crime|Drama|Thriller,402910,5289.0,,"[[249, 3.5]]"
47261,"Night Listener, The ",2006,Fantasy|Mystery|Thriller,448075,9782.0,,"[[288, 2.5], [387, 3.0], [606, 3.0]]"
47382,Step Up ,2006,Drama|Romance,462590,9762.0,,"[[175, 5.0], [525, 3.0], [563, 4.0], [599, 2.0]]"
47384,Zoom ,2006,Adventure|Comedy|Drama|Fantasy,383060,14113.0,,"[[605, 2.5]]"
47404,Mind Game ,2004,Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,452039,21712.0,,"[[334, 3.5], [610, 5.0]]"
47423,Half Nelson ,2006,Drama,468489,7859.0,,"[[47, 5.0], [74, 4.0], [414, 4.0], [480, 4.0], [599, 3.0]]"
47446,"Moustache, La ",2005,Drama|Mystery|Thriller,428856,16998.0,,"[[318, 3.5]]"
47465,Tideland ,2005,Drama|Fantasy|Thriller,410764,11559.0,,"[[387, 1.5], [474, 3.5], [610, 4.0]]"
47491,Adam's Apples (Adams æbler) ,2005,Comedy|Drama,418455,1023.0,,"[[18, 4.0], [125, 4.5], [405, 4.0]]"
47516,Material Girls ,2006,Children|Comedy|Drama,433412,10118.0,,"[[563, 2.0]]"
47518,Accepted ,2006,Comedy,384793,9788.0,,"[[73, 3.5], [89, 3.0], [111, 3.5], [177, 4.0], [232, 3.0], [274, 3.5], [298, 2.0], [307, 0.5], [318, 3.0], [356, 2.5], [381, 3.5], [414, 2.5], [563, 2.5], [564, 4.0]]"
47538,Crime Busters ,1977,Action|Adventure|Comedy|Crime,74442,11689.0,,"[[606, 2.5]]"
47566,Born to Kill ,1947,Crime|Drama|Film-Noir,39211,33813.0,,"[[21, 4.0]]"
47610,"Illusionist, The ",2006,Drama|Fantasy|Mystery|Romance,443543,1491.0,"[[477, 'costume drama'], [477, 'Edward Norton'], [477, 'magic'], [477, 'Paul Giamatti']]","[[24, 3.0], [52, 5.0], [62, 4.0], [65, 3.5], [68, 3.0], [80, 5.0], [105, 3.5], [111, 3.5], [146, 4.0], [161, 4.0], [210, 4.5], [219, 3.0], [227, 3.5], [232, 3.5], [239, 5.0], [274, 4.0], [279, 3.0], [282, 4.5], [288, 3.5], [298, 2.0], [305, 2.5], [307, 4.0], [308, 2.0], [326, 3.0], [352, 4.0], [358, 4.5], [381, 4.0], [382, 4.5], [387, 3.5], [408, 5.0], [414, 3.5], [432, 4.0], [438, 1.5], [460, 5.0], [474, 3.5], [477, 4.0], [480, 4.5], [483, 4.0], [523, 5.0], [586, 5.0], [599, 2.5], [605, 4.0], [606, 4.0]]"
47629,The Queen ,2006,Drama,436697,1165.0,,"[[28, 2.0], [74, 4.0], [104, 4.0], [110, 4.5], [177, 4.0], [254, 2.0], [322, 4.0], [414, 4.0], [474, 4.0], [506, 4.0], [517, 4.0], [590, 4.0], [606, 4.0]]"
47640,Beerfest ,2006,Comedy,486551,9988.0,,"[[111, 4.5], [232, 3.5], [274, 3.5], [298, 3.0], [448, 2.5], [484, 4.0]]"
47644,Invincible ,2006,Drama,445990,11652.0,,"[[28, 3.0], [140, 3.5], [166, 4.0], [232, 3.5], [414, 2.5], [480, 3.5], [580, 1.0]]"
47646,Idlewild ,2006,Crime|Drama|Musical,417225,13816.0,,"[[480, 4.0]]"
47721,"Red Balloon, The (Ballon rouge, Le) ",1956,Children|Fantasy,48980,15265.0,,"[[599, 3.5]]"
47725,Angel-A ,2005,Comedy|Drama|Fantasy|Romance,473753,11227.0,,"[[89, 4.0], [560, 3.5], [599, 3.0]]"
47736,"Chump at Oxford, A ",1940,Comedy,32339,33810.0,,"[[89, 5.0]]"
47774,"Icicle Thief, The (Ladri di saponette) ",1989,Comedy|Fantasy,97702,41937.0,,"[[606, 3.0]]"
47793,"Puffy Chair, The ",2006,Drama|Romance,436689,24055.0,,"[[599, 2.5]]"
47810,"Wicker Man, The ",2006,Horror|Mystery|Thriller,450345,9708.0,,"[[249, 1.0], [307, 0.5], [381, 1.5], [448, 1.0]]"
47894,"Wind That Shakes the Barley, The ",2006,Drama|War,460989,1116.0,,"[[28, 3.5], [414, 4.0], [474, 3.5], [606, 4.0]]"
47937,Severance ,2006,Comedy|Horror|Thriller,464196,5072.0,,"[[610, 3.0]]"
47950,Hollywoodland ,2006,Crime|Drama|Mystery|Thriller,427969,1249.0,,"[[288, 3.5], [414, 3.0], [438, 3.0], [448, 3.0], [474, 3.5]]"
47952,"Covenant, The ",2006,Action|Horror|Thriller,475944,9954.0,,"[[382, 3.0]]"
47970,"Last Kiss, The ",2006,Comedy|Drama,434139,7511.0,,"[[68, 4.5], [414, 4.0], [474, 3.0]]"
47978,SherryBaby ,2006,Drama,423169,13075.0,,"[[68, 2.5]]"
47997,Idiocracy ,2006,Adventure|Comedy|Sci-Fi|Thriller,387808,7512.0,,"[[21, 5.0], [51, 5.0], [52, 5.0], [68, 3.0], [104, 4.0], [111, 1.5], [122, 5.0], [125, 4.0], [187, 0.5], [219, 3.5], [249, 3.5], [274, 3.5], [298, 3.0], [305, 5.0], [420, 3.5], [495, 4.5], [560, 4.0], [610, 3.5]]"
47999,Jesus Camp ,2006,Documentary|Drama,486358,1776.0,,"[[68, 4.5], [166, 4.5], [232, 3.5], [318, 3.5], [357, 5.0], [462, 3.5], [525, 4.0]]"
48001,"Bow, The (Hwal) ",2005,Drama|Romance,456470,1963.0,,"[[318, 4.0]]"
48032,"Tiger and the Snow, The (La tigre e la neve) ",2005,Comedy|Drama|Romance|War,419198,10846.0,,"[[606, 4.0]]"
48043,"Fountain, The ",2006,Drama|Fantasy|Romance,414993,1381.0,,"[[62, 3.0], [68, 2.0], [105, 3.0], [122, 4.5], [187, 3.5], [232, 3.5], [254, 3.5], [274, 3.5], [380, 3.0], [387, 4.0], [414, 4.0], [477, 4.5], [599, 3.0], [610, 4.0]]"
48045,Fear City: A Family-Style Comedy (La cité de la peur) ,1994,Comedy,109440,15097.0,,"[[560, 4.0]]"
48082,"Science of Sleep, The (La science des rêves) ",2006,Comedy|Drama|Fantasy|Romance,354899,300.0,,"[[132, 3.5], [246, 4.5], [288, 3.5], [307, 4.5], [318, 3.5], [356, 3.5], [369, 3.5], [473, 4.0], [483, 4.5], [600, 3.5], [610, 4.0]]"
48142,"Black Dahlia, The ",2006,Crime|Drama|Mystery|Thriller,387877,9676.0,,"[[307, 2.0], [380, 4.0], [387, 3.0], [414, 3.5], [474, 3.0], [480, 4.0]]"
48150,"Woods, The ",2006,Horror,380066,6948.0,,"[[610, 3.0]]"
48161,Gridiron Gang ,2006,Drama,421206,9766.0,,"[[232, 3.0], [414, 3.0]]"
48214,Land of Plenty (Angst and Alienation in America) ,2004,Drama,382357,1595.0,,"[[606, 3.5]]"
48262,"Bridge, The ",2006,Documentary,799954,1666.0,,"[[448, 4.0]]"
48304,Apocalypto ,2006,Adventure|Drama|Thriller,472043,1579.0,,"[[15, 4.5], [52, 5.0], [68, 2.0], [105, 4.0], [139, 2.5], [213, 3.5], [249, 3.5], [274, 4.0], [288, 4.0], [298, 3.5], [305, 3.0], [380, 4.0], [381, 3.0], [387, 4.0], [414, 4.0], [495, 4.5], [525, 2.5], [561, 3.0], [573, 4.0]]"
48319,Flyboys ,2006,Action|Adventure|Drama|War,454824,9664.0,,"[[414, 2.0]]"
48322,Jackass Number Two ,2006,Comedy|Documentary,493430,12094.0,,"[[111, 5.0], [274, 3.5], [282, 1.0], [298, 3.0], [339, 5.0], [448, 4.0], [473, 3.5]]"
48326,All the King's Men ,2006,Drama,405676,1717.0,,"[[28, 2.5], [414, 3.5], [474, 3.0]]"
48342,Conversations with Other Women ,2005,Comedy|Drama|Romance,435623,15624.0,,"[[68, 3.0], [356, 5.0]]"
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006,Comedy,443453,496.0,,"[[28, 4.0], [47, 0.5], [50, 3.0], [62, 4.0], [63, 3.0], [68, 1.0], [73, 3.0], [105, 4.5], [111, 2.5], [122, 4.5], [125, 4.5], [141, 2.5], [193, 4.0], [199, 1.5], [200, 3.0], [212, 2.5], [219, 3.0], [220, 4.0], [232, 3.5], [237, 3.5], [239, 3.5], [247, 3.0], [249, 4.0], [254, 2.0], [256, 0.5], [274, 4.0], [288, 4.0], [298, 3.0], [305, 5.0], [307, 4.5], [318, 4.0], [339, 4.5], [354, 3.0], [356, 2.5], [365, 1.0], [369, 4.0], [375, 5.0], [381, 4.0], [387, 3.5], [420, 3.5], [434, 5.0], [438, 3.0], [448, 4.0], [462, 4.0], [473, 3.5], [474, 3.5], [480, 4.5], [483, 4.0], [509, 3.0], [517, 0.5], [520, 3.5], [525, 1.0], [534, 2.0], [540, 4.0], [543, 5.0], [553, 3.5], [560, 4.0], [564, 3.0], [573, 5.0], [580, 3.0], [593, 3.0], [599, 3.0], [600, 4.5], [606, 3.0], [610, 4.5]]"
48394,"Pan's Labyrinth (Laberinto del fauno, El) ",2006,Drama|Fantasy|Thriller,457430,1417.0,"[[567, 'atmospheric'], [567, 'bittersweet'], [567, 'visually appealing']]","[[16, 4.0], [17, 4.5], [18, 4.0], [22, 1.5], [41, 3.0], [62, 4.5], [68, 4.5], [74, 4.5], [80, 4.5], [83, 3.5], [88, 5.0], [105, 3.5], [111, 3.0], [132, 3.0], [139, 1.5], [166, 3.0], [177, 4.0], [187, 4.0], [204, 3.5], [212, 4.5], [219, 3.0], [223, 5.0], [232, 3.0], [233, 3.0], [239, 0.5], [246, 4.0], [247, 4.0], [253, 5.0], [254, 4.5], [258, 5.0], [274, 3.5], [296, 4.5], [300, 5.0], [305, 5.0], [307, 3.0], [318, 3.5], [331, 5.0], [332, 4.0], [334, 4.0], [339, 2.5], [343, 2.0], [346, 4.5], [352, 3.0], [378, 3.5], [380, 5.0], [381, 3.5], [387, 4.0], [393, 5.0], [405, 3.5], [408, 4.0], [414, 4.0], [417, 4.0], [420, 4.5], [432, 4.0], [434, 5.0], [443, 4.0], [445, 4.5], [474, 3.5], [475, 4.5], [477, 4.0], [480, 4.5], [483, 5.0], [489, 5.0], [497, 2.0], [499, 3.5], [503, 4.0], [509, 4.0], [525, 4.0], [556, 4.0], [560, 4.0], [561, 1.5], [562, 4.0], [567, 3.0], [573, 4.0], [581, 3.0], [590, 3.5], [599, 3.0], [600, 4.5], [601, 4.0], [606, 4.0], [610, 4.0]]"
48412,"Guardian, The ",2006,Action|Adventure|Drama,406816,4643.0,,"[[177, 3.0], [232, 3.0], [358, 3.5], [414, 2.5]]"
48414,Open Season ,2006,Adventure|Animation|Children|Comedy|IMAX,400717,7484.0,,"[[73, 3.0], [288, 3.0]]"
48416,School for Scoundrels ,2006,Comedy|Crime,462519,9842.0,,"[[288, 2.5]]"
48516,"Departed, The ",2006,Crime|Drama|Thriller,407887,1422.0,"[[7, 'way too long'], [357, 'Leonardo DiCaprio'], [357, 'suspense'], [357, 'twist ending'], [357, 'undercover cop'], [424, 'atmospheric'], [424, 'Jack Nicholson'], [424, 'Leonardo DiCaprio'], [424, 'Martin Scorsese'], [424, 'suspense']]","[[2, 4.0], [7, 1.0], [17, 4.0], [18, 4.5], [22, 2.5], [28, 2.5], [29, 4.5], [41, 3.5], [52, 4.0], [55, 5.0], [62, 4.5], [63, 4.5], [68, 3.5], [74, 5.0], [80, 4.0], [88, 4.0], [103, 4.5], [105, 5.0], [111, 4.5], [119, 4.0], [122, 5.0], [125, 4.0], [131, 3.5], [132, 3.0], [140, 3.0], [141, 3.0], [152, 3.5], [166, 5.0], [177, 4.0], [189, 4.0], [199, 4.0], [219, 4.5], [222, 4.5], [223, 4.0], [226, 4.5], [232, 4.5], [233, 4.0], [239, 4.5], [247, 4.5], [249, 5.0], [254, 5.0], [274, 4.0], [279, 4.0], [280, 5.0], [282, 4.5], [298, 3.0], [301, 4.5], [305, 4.5], [307, 4.5], [317, 5.0], [326, 5.0], [327, 4.5], [328, 3.5], [330, 4.5], [339, 4.5], [343, 4.5], [351, 5.0], [352, 4.5], [354, 4.0], [356, 4.0], [357, 4.0], [362, 4.0], [366, 4.5], [376, 4.5], [378, 4.5], [381, 5.0], [387, 4.0], [398, 4.0], [400, 4.0], [414, 4.5], [415, 4.5], [424, 4.5], [432, 2.5], [434, 5.0], [435, 5.0], [438, 4.5], [448, 4.0], [460, 4.0], [464, 4.0], [472, 5.0], [474, 4.0], [477, 5.0], [480, 4.5], [483, 4.5], [484, 5.0], [495, 5.0], [503, 4.0], [515, 5.0], [522, 5.0], [528, 4.5], [537, 4.5], [540, 5.0], [542, 3.5], [549, 5.0], [553, 5.0], [560, 4.0], [561, 4.5], [570, 3.5], [573, 5.0], [580, 4.5], [582, 4.0], [585, 4.5], [590, 4.0], [599, 3.0], [601, 5.0], [606, 3.5], [610, 5.0]]"
48518,"Texas Chainsaw Massacre: The Beginning, The ",2006,Horror|Thriller,420294,10781.0,,"[[307, 2.0], [380, 3.0]]"
48520,Employee of the Month ,2006,Comedy,424993,9794.0,,"[[89, 2.0], [111, 4.0], [232, 3.0], [274, 2.5], [307, 3.0], [414, 2.5]]"
48560,Running With Scissors ,2006,Comedy|Drama,439289,7510.0,,"[[414, 2.5]]"
48593,Man of the Year ,2006,Comedy|Thriller,483726,9895.0,,"[[177, 2.0], [232, 2.5], [542, 3.0]]"
48596,"Marine, The ",2006,Action|Drama|Thriller,419946,8975.0,,"[[232, 2.5], [380, 3.0]]"
48598,Infamous ,2006,Drama,420609,9672.0,,"[[382, 3.5], [474, 4.0]]"
48638,Fellini's Casanova (Il Casanova di Federico Fellini) ,1976,Drama|Romance,74291,42236.0,,"[[318, 3.5], [606, 3.5]]"
48649,Chapayev ,1934,Drama|War,24966,46774.0,,"[[89, 4.5]]"
48678,Feast ,2005,Action|Comedy|Horror|Thriller,426459,10070.0,,"[[307, 2.5], [610, 3.0]]"
48696,Little Children ,2006,Drama|Romance,404203,1440.0,,"[[68, 4.0], [74, 4.5], [288, 4.0], [432, 3.0]]"
48698,Deliver Us from Evil ,2006,Documentary,814075,13364.0,"[[318, 'the catholic church is the most corrupt organization in history']]","[[74, 5.0], [474, 4.0]]"
48738,"Last King of Scotland, The ",2006,Drama|Thriller,455590,1523.0,,"[[28, 3.0], [52, 4.5], [168, 4.5], [200, 4.0], [211, 4.0], [227, 5.0], [232, 4.0], [254, 4.0], [282, 4.5], [298, 3.0], [305, 5.0], [326, 4.5], [330, 5.0], [414, 4.0], [434, 4.0], [460, 4.5], [517, 1.0], [522, 3.5], [570, 3.5], [590, 4.0]]"
48741,"U.S. vs. John Lennon, The ",2006,Documentary,478049,14201.0,,"[[474, 4.0]]"
48744,Shortbus ,2006,Comedy|Drama|Romance,367027,1378.0,,"[[356, 4.5], [560, 4.0], [606, 3.5]]"
48774,Children of Men ,2006,Action|Adventure|Drama|Sci-Fi|Thriller,206634,9693.0,,"[[15, 3.0], [28, 3.0], [29, 4.5], [51, 5.0], [52, 3.5], [63, 5.0], [68, 3.5], [74, 4.0], [80, 4.0], [83, 5.0], [88, 4.5], [119, 4.0], [122, 5.0], [125, 4.5], [166, 4.5], [200, 3.5], [211, 3.5], [219, 3.5], [220, 5.0], [227, 4.5], [232, 4.0], [239, 3.0], [247, 3.0], [249, 4.5], [254, 4.0], [258, 4.5], [274, 3.5], [279, 4.5], [298, 2.0], [305, 3.5], [307, 3.0], [317, 2.0], [318, 4.0], [326, 4.5], [331, 5.0], [339, 3.0], [356, 5.0], [365, 1.5], [381, 5.0], [387, 4.5], [414, 4.0], [432, 1.5], [434, 5.0], [438, 3.0], [440, 3.5], [445, 3.5], [454, 4.0], [460, 5.0], [462, 4.0], [474, 4.0], [477, 4.5], [480, 4.5], [489, 4.0], [490, 3.5], [525, 4.0], [534, 4.0], [551, 3.0], [560, 4.0], [570, 4.0], [573, 4.5], [580, 5.0], [599, 4.0], [600, 4.0], [610, 5.0]]"
48780,"Prestige, The ",2006,Drama|Mystery|Sci-Fi|Thriller,482571,1124.0,"[[226, 'ummarti2006'], [567, 'atmospheric'], [567, 'enigmatic']]","[[15, 4.5], [18, 4.5], [22, 4.0], [28, 1.5], [41, 3.0], [50, 2.5], [62, 5.0], [63, 3.5], [65, 4.5], [68, 3.5], [80, 5.0], [103, 4.5], [104, 4.5], [105, 5.0], [111, 4.0], [122, 5.0], [123, 4.0], [131, 3.5], [132, 3.5], [139, 2.5], [166, 2.5], [177, 4.5], [184, 5.0], [204, 5.0], [210, 4.0], [211, 4.0], [219, 4.5], [226, 4.0], [232, 4.5], [233, 3.0], [239, 4.0], [241, 3.5], [247, 4.5], [249, 3.5], [254, 4.0], [256, 4.0], [261, 4.5], [274, 3.5], [279, 4.5], [282, 4.5], [288, 3.5], [298, 2.0], [301, 5.0], [305, 3.0], [309, 3.5], [332, 3.5], [334, 3.5], [339, 5.0], [351, 4.0], [352, 3.5], [357, 4.5], [362, 4.0], [378, 5.0], [380, 5.0], [381, 4.0], [387, 4.5], [405, 4.0], [408, 5.0], [414, 4.5], [419, 5.0], [424, 3.5], [432, 4.5], [434, 4.0], [435, 5.0], [438, 4.0], [459, 5.0], [460, 4.5], [474, 4.0], [477, 4.5], [480, 4.5], [483, 5.0], [484, 1.5], [490, 3.5], [505, 3.5], [509, 3.5], [515, 5.0], [520, 3.5], [525, 4.0], [542, 4.5], [561, 3.5], [567, 3.5], [570, 3.5], [573, 5.0], [582, 3.5], [590, 3.0], [596, 4.0], [599, 3.0], [601, 4.5], [606, 4.0], [610, 4.0]]"
48783,Flags of Our Fathers ,2006,Drama|War,418689,3683.0,,"[[7, 4.5], [28, 2.5], [199, 4.5], [232, 3.5], [249, 3.5], [414, 4.0], [448, 4.0], [474, 3.0], [480, 4.0], [600, 1.0], [606, 3.5]]"
48872,13 Tzameti ,2005,Film-Noir|Thriller,475169,6077.0,,"[[105, 4.5]]"
48877,Saw III ,2006,Crime|Horror|Thriller,489270,214.0,,"[[51, 5.0], [76, 4.5], [213, 2.5], [232, 3.5], [249, 3.0], [274, 3.0], [298, 2.0], [351, 3.5], [380, 3.0], [387, 3.0], [489, 0.5]]"
48879,Catch a Fire ,2006,Drama|Thriller,437232,1123.0,,"[[28, 2.5], [474, 4.0]]"
48883,Death of a President ,2006,Crime|Drama|Mystery|Thriller,853096,21173.0,,"[[254, 3.5], [606, 3.0]]"
48982,Flushed Away ,2006,Animation|Comedy,424095,11619.0,,"[[89, 4.0], [380, 5.0], [381, 3.5], [401, 3.5], [414, 2.5], [483, 3.5], [567, 2.5]]"
48997,Perfume: The Story of a Murderer ,2006,Crime|Drama|Thriller,396171,1427.0,,"[[7, 2.5], [83, 3.0], [132, 3.0], [204, 3.5], [318, 3.5], [506, 3.5], [509, 3.0], [606, 4.0]]"
49013,"Santa Clause 3: The Escape Clause, The ",2006,Comedy|Fantasy,452681,13767.0,,"[[89, 3.5], [380, 2.0]]"
49110,Mom and Dad Save the World ,1992,Comedy|Sci-Fi,104905,27295.0,,"[[599, 2.0]]"
49130,"Good Year, A ",2006,Comedy|Drama|Romance,401445,9726.0,"[[62, 'Marion Cotillard']]","[[62, 4.0], [358, 4.0], [414, 3.0]]"
49132,Shut Up & Sing ,2006,Documentary,811136,2152.0,,"[[414, 3.5], [462, 2.0], [474, 3.5]]"
49220,For Your Consideration ,2006,Comedy,470765,14799.0,,"[[232, 2.0], [448, 2.5], [474, 3.5], [599, 1.5]]"
49263,Fuck ,2005,Comedy|Documentary,486585,21710.0,,"[[187, 3.0]]"
49265,Shooting Dogs (a.k.a. Beyond the Gates) ,2005,Documentary|Drama|War,420901,8588.0,,"[[28, 4.0]]"
49272,Casino Royale ,2006,Action|Adventure|Thriller,381061,36557.0,,"[[7, 4.5], [10, 5.0], [21, 4.0], [22, 5.0], [24, 3.5], [28, 3.5], [50, 2.5], [52, 5.0], [62, 4.5], [63, 4.0], [68, 5.0], [73, 5.0], [80, 4.5], [105, 4.0], [119, 5.0], [122, 4.5], [139, 3.5], [140, 4.0], [166, 5.0], [187, 4.0], [200, 5.0], [203, 3.0], [211, 4.5], [215, 4.0], [219, 4.5], [220, 4.0], [227, 3.5], [232, 2.5], [233, 3.5], [246, 5.0], [247, 3.0], [249, 3.5], [254, 4.5], [272, 2.5], [274, 4.0], [279, 3.5], [282, 4.0], [292, 3.5], [307, 3.5], [328, 4.0], [331, 4.5], [334, 2.5], [354, 4.5], [356, 4.0], [357, 3.5], [361, 4.0], [376, 5.0], [380, 5.0], [381, 3.5], [393, 5.0], [408, 5.0], [414, 4.0], [432, 4.0], [434, 4.0], [438, 4.0], [448, 4.5], [460, 4.0], [462, 1.5], [480, 4.5], [483, 3.0], [487, 3.0], [489, 3.5], [514, 3.5], [517, 1.5], [520, 3.0], [522, 5.0], [525, 3.5], [534, 4.0], [551, 4.5], [560, 4.0], [561, 3.0], [570, 4.0], [573, 4.5], [580, 4.5], [582, 4.5], [590, 4.0], [593, 3.0], [596, 3.0], [599, 3.0], [601, 4.0], [610, 5.0]]"
49274,Happy Feet ,2006,Adventure|Animation|Children|Comedy|IMAX,366548,9836.0,,"[[68, 3.0], [89, 5.0], [232, 2.0], [354, 0.5], [381, 4.0], [401, 3.5], [414, 2.5], [474, 3.5], [509, 2.5], [517, 0.5], [567, 2.5]]"
49276,Let's Go to Prison ,2006,Comedy,454987,9809.0,,"[[232, 3.0], [298, 0.5], [480, 0.5]]"
49278,Déjà Vu (Deja Vu) ,2006,Action|Sci-Fi|Thriller,453467,7551.0,,"[[7, 3.5], [28, 2.5], [47, 3.5], [80, 4.5], [105, 4.0], [139, 1.5], [177, 3.0], [210, 4.5], [232, 3.5], [249, 4.0], [254, 3.5], [318, 3.5], [352, 3.0], [361, 4.0], [380, 4.0], [414, 2.0], [448, 3.0], [560, 3.5], [590, 3.0], [599, 2.0]]"
49280,Bobby ,2006,Drama,308055,10741.0,,"[[414, 3.5], [474, 3.5], [480, 4.5]]"
49284,10 Items or Less ,2006,Comedy|Drama|Romance,499603,2357.0,,"[[232, 3.0], [545, 1.5], [608, 3.5]]"
49286,"Holiday, The ",2006,Comedy|Romance,457939,1581.0,,"[[7, 0.5], [10, 5.0], [21, 3.5], [41, 3.0], [68, 4.0], [89, 2.5], [104, 4.0], [111, 4.5], [159, 2.0], [177, 3.5], [232, 2.5], [249, 4.0], [280, 3.5], [381, 4.0], [414, 2.5], [480, 2.0], [489, 4.5], [491, 4.5], [506, 1.0], [525, 3.5], [562, 3.5], [563, 3.5], [564, 3.0], [599, 2.5]]"
49314,Harsh Times ,2006,Action|Crime|Drama,433387,7873.0,,"[[307, 3.0]]"
49347,Fast Food Nation ,2006,Drama,460792,8324.0,,"[[305, 3.0], [318, 5.0], [480, 3.5]]"
